player_id,short_name,long_name,age,dob,height_cm,weight_kg,fifa_version,fifa_update,update_as_of,player_positions,overall,potential,value_eur,club_name,league_name,nationality_name,preferred_foot,skill_moves,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_agility,power_shot_power,power_long_shots,mentality_positioning,mentality_vision,defending_marking_awareness,defending_standing_tackle,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
208450,a.pereira,Andreas Pereira,28,1/1/1996,177,66,24,2,9/22/2023,CAM,77,77,20000000,Fulham,English Premier League,Brazil,Right,4,75,78,79,66,69,82,70,56,78,79,78,78,77,77,76,76,75,78,70,66,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
208461,m.deroon,Marten de Roon,33,3/29/1991,185,76,24,2,9/22/2023,CDM,80,80,8000000,Atalanta,Italian Serie A,Netherlands,Right,3,70,71,71,82,83,68,63,75,70,71,70,75,64,61,76,74,70,70,83,84,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
208574,f.kostic,Filip Kosti?,31,11/1/1992,176,73,24,2,9/22/2023,LM,83,83,9000000,Juventus,Italian Serie A,Serbia,Left,3,76,82,84,70,80,90,72,59,81,84,81,82,85,76,81,79,78,80,69,74,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
208596,a.belotti,Andrea Belotti,30,12/20/1993,181,72,24,2,9/22/2023,ST,78,78,6000000,Fiorentina,Italian Serie A,Italy,Right,3,76,58,75,38,82,42,77,84,60,75,60,75,70,74,68,48,84,61,31,23,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
208618,l.vazquez,Lucas Vázquez,32,7/1/1991,173,73,24,2,9/22/2023,RB,81,81,5000000,Real Madrid,Spanish La Liga,Spain,Right,4,73,80,81,73,69,83,72,58,80,81,80,79,81,81,82,76,80,79,75,74,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
208777,o.torres,Óliver Torres,29,11/10/1994,178,69,24,2,9/22/2023,CM,79,79,6000000,Sevilla,Spanish La Liga,Spain,Right,3,72,79,84,65,49,75,73,52,81,84,81,83,65,77,81,79,76,83,71,69,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
208787,a.thomasson,Adrien Thomasson,30,12/10/1993,182,74,24,2,9/22/2023,LW,78,78,6000000,Lens,French Ligue 1,France,Right,4,74,78,80,65,70,79,75,61,78,80,78,81,68,77,80,77,78,79,68,68,8,7,79+2,79+2,79+2,82,82,82,82,82,82,82,82,81+1,78+2,78+2,78+2,81+1,71+2,69+2,69+2,69+2,71+2,69+2,63+2,63+2,63+2,69+2,19+2
208920,n.ake,Nathan Aké,29,2/18/1995,180,74,24,2,9/22/2023,CB,81,81,40000000,Manchester City,English Premier League,Netherlands,Left,2,53,72,73,82,77,63,48,80,69,73,69,78,78,67,81,75,51,66,79,84,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
209331,M. Salah,Mohamed Salah,31,6/15/1992,175,71,24,2,9/22/2023,RW,89,89,65000000,Liverpool,English Premier League,Egypt,Left,4,87,81,88,45,76,80,92,59,82,88,82,86,89,89,84,77,92,84,55,43,11,14,85+3,85+3,85+3,88,87,87,87,88,87+2,87+2,87+2,87+2,82+3,82+3,82+3,87+2,71+3,68+3,68+3,68+3,71+3,67+3,58+3,58+3,58+3,67+3,22+3
209519,g.laborde,Gaëtan Laborde,30,5/3/1994,181,78,24,2,9/22/2023,ST,81,81,15000000,Nice,French Ligue 1,France,Left,3,81,76,79,40,79,74,83,84,77,79,77,81,71,81,80,71,82,78,36,34,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
209658,l.goretzka,Leon Goretzka,29,2/6/1995,189,78,24,2,9/22/2023,CM,85,85,30000000,Bayern Munich,German Bundesliga,Germany,Right,3,81,81,84,80,86,75,81,86,82,84,82,84,75,75,85,83,84,82,85,83,11,9,83+2,83+2,83+2,82,83,83,83,82,83+2,83+2,83+2,82+3,84+1,84+1,84+1,82+3,81+3,83+2,83+2,83+2,81+3,81+3,83+2,83+2,83+2,81+3,19+3
209889,r.guerreiro,Raphaël Guerreiro,30,12/22/1993,170,67,24,2,9/22/2023,LB,82,82,15000000,Bayern Munich,German Bundesliga,Portugal,Left,4,78,85,87,76,55,84,78,42,85,87,85,89,79,90,89,79,79,85,85,78,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
209989,t.partey,Thomas Partey,30,6/13/1993,185,78,24,2,9/22/2023,CDM,85,85,20000000,Arsenal,English Premier League,Ghana,Right,3,71,82,84,81,82,74,66,68,84,84,84,84,60,63,86,86,70,85,82,85,5,9,71+3,71+3,71+3,71,73,73,73,71,75+3,75+3,75+3,74+3,80+3,80+3,80+3,74+3,79+3,83+3,83+3,83+3,79+3,79+3,82+3,82+3,82+3,79+3,17+3
210047,f.schar,Fabian Schär,32,12/20/1991,186,84,24,2,9/22/2023,CB,82,82,10000000,Newcastle United,English Premier League,Switzerland,Right,2,68,75,73,84,77,65,60,82,74,73,74,77,52,53,81,84,62,74,85,84,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
210315,r.detomas,Raúl de Tomás,29,10/17/1994,180,72,24,2,9/22/2023,ST,79,79,3000000,Rayo Vallecano,Spanish La Liga,Spain,Right,4,79,76,80,39,75,66,79,79,76,80,76,79,75,80,80,76,79,76,35,35,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
210324,j.hofmann,Jonas Hofmann,31,7/14/1992,176,69,24,2,9/22/2023,CAM,83,83,13000000,Leverkusen,German Bundesliga,Germany,Right,3,79,83,82,64,73,80,84,48,84,82,84,81,75,79,84,82,83,86,75,57,12,11,75+3,75+3,75+3,81,81,81,81,81,83+3,83+3,83+3,81+3,80+3,80+3,80+3,81+3,69+3,68+3,68+3,68+3,69+3,64+3,56+3,56+3,56+3,64+3,21+3
210406,p.zielinski,Piotr Zieli?ski,29,5/20/1994,180,74,24,2,9/22/2023,CM,83,83,25000000,Napoli,Italian Serie A,Poland,Right,4,77,81,87,71,63,73,75,52,82,87,82,87,83,85,85,81,80,84,77,74,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
210413,a.romagnoli,Alessio Romagnoli,29,1/12/1995,188,78,24,2,9/22/2023,CB,83,83,15000000,Lazio,Italian Serie A,Italy,Left,2,40,56,68,85,80,36,30,81,50,68,50,75,69,55,75,69,31,45,85,86,6,8,60+2,60+2,60+2,56,58,58,58,56,58+2,58+2,58+2,60+2,66+2,66+2,66+2,60+2,73+2,78+2,78+2,78+2,73+2,75+2,83+2,83+2,83+2,75+2,18+2
210514,j.cancelo,João Cancelo,29,5/27/1994,182,66,24,2,9/22/2023,LB,86,86,30000000,Barcelona,Spanish La Liga,Portugal,Right,4,73,85,85,80,72,87,69,72,85,85,85,86,86,79,87,79,81,85,81,83,7,14,72+3,72+3,72+3,79,78,78,78,79,79+3,79+3,79+3,81+3,81+3,81+3,81+3,81+3,84+2,82+3,82+3,82+3,84+2,83+3,79+3,79+3,79+3,83+3,18+3
210736,e.emerson,Emerson,29,8/3/1994,183,76,24,2,9/22/2023,LB,77,77,12000000,Tottenham Hotspur,English Premier League,Brazil,Right,3,63,75,79,73,64,78,51,60,71,79,71,80,78,71,77,73,70,67,76,75,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
210897,c.mbemba,Chancel Mbemba,29,8/8/1994,182,79,24,2,9/22/2023,CB,80,80,15000000,Marseille,French Ligue 1,Congo,Right,2,55,65,65,80,81,64,55,79,64,65,64,69,71,67,74,68,64,63,78,82,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
211022,r.garcia,Rubén García,30,7/14/1993,171,72,24,2,9/22/2023,LM,78,78,3000000,Osasuna,Spanish La Liga,Spain,Left,4,76,79,78,45,52,80,77,54,78,78,78,79,83,81,80,79,74,78,38,47,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
211110,p.dybala,Paulo Dybala,30,11/15/1993,175,73,24,2,9/22/2023,CF,86,86,25000000,Roma,Italian Serie A,Argentina,Left,4,85,85,90,40,60,82,83,58,88,90,88,93,84,88,86,79,82,91,42,41,5,8,81+3,81+3,81+3,86,85,85,85,86,87-1,87-1,87-1,85+1,81+3,81+3,81+3,85+1,66+3,63+3,63+3,63+3,66+3,61+3,51+3,51+3,51+3,61+3,14+3
211256,n.tagliafico,Nicolás Tagliafico,31,8/31/1992,172,64,24,2,9/22/2023,LB,80,80,8000000,Lyon,French Ligue 1,Argentina,Left,3,56,72,73,78,80,75,57,79,70,73,70,76,79,78,76,75,69,69,79,77,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
211300,a.martial,Anthony Martial,28,12/5/1995,184,76,24,2,9/22/2023,ST,80,80,10000000,Manchester United,English Premier League,France,Right,4,78,73,87,35,66,70,79,70,75,87,75,85,82,79,78,60,78,77,34,33,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
211575,a.gomes,André Gomes,30,7/30/1993,188,83,24,2,9/22/2023,CDM,77,77,12000000,Everton,English Premier League,Portugal,Right,4,67,76,75,72,76,65,62,69,77,75,77,80,46,60,80,79,72,78,74,72,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
212096,v.grifo,Vincenzo Grifo,31,4/7/1993,181,74,24,2,9/22/2023,LM,82,82,12000000,Freiburg,German Bundesliga,Italy,Right,4,80,83,82,40,64,88,78,47,82,82,82,83,75,80,81,77,81,81,45,31,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
212187,p.max,Philipp Max,30,9/30/1993,178,74,24,2,9/22/2023,LWB,78,78,2000000,Eintracht Frankfurt,German Bundesliga,Germany,Left,3,65,77,73,70,74,84,63,60,75,73,75,76,79,76,76,74,69,73,73,72,7,7,73+2,73+2,73+2,79,78,78,78,79,79+2,79+2,79+2,80+2,80+2,80+2,80+2,80+2,80+2,78+2,78+2,78+2,80+2,78+2,73+2,73+2,73+2,78+2,16+2
212190,n.sule,Niklas Süle,28,9/3/1995,195,92,24,2,9/22/2023,CB,84,84,22000000,Dortmund,German Bundesliga,Germany,Right,3,51,68,60,85,85,48,36,81,67,60,67,69,60,34,81,82,42,66,81,87,5,6,66+2,66+2,66+2,62,63,63,63,62,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,74+2,76+2,76+2,76+2,74+2,77+2,83+2,83+2,83+2,77+2,18+2
212194,j.brandt,Julian Brandt,28,5/2/1996,185,82,24,2,9/22/2023,CAM,84,84,40000000,Dortmund,German Bundesliga,Germany,Right,4,80,84,86,51,70,82,80,54,85,86,85,87,69,84,87,82,81,86,58,45,12,11,75+3,75+3,75+3,81,81,81,81,81,83+3,83+3,83+3,81+3,80+3,80+3,80+3,81+3,69+3,68+3,68+3,68+3,69+3,64+3,56+3,56+3,56+3,64+3,21+3
212242,r.andrich,Robert Andrich,29,9/22/1994,185,78,24,2,9/22/2023,CDM,82,82,11000000,Leverkusen,German Bundesliga,Germany,Right,3,76,76,74,81,85,71,74,74,74,74,74,76,59,63,80,78,72,73,82,84,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
212622,J. Kimmich,Joshua Kimmich,29,2/8/1995,176,69,24,2,9/22/2023,CDM,88,88,60000000,Bayern Munich,German Bundesliga,Germany,Right,3,74,88,82,82,79,91,68,72,86,82,86,85,77,84,88,91,80,85,85,84,15,15,77+3,77+3,77+3,82,81,81,81,82,83+3,83+3,83+3,83+3,86+3,86+3,86+3,83+3,84+3,86+3,86+3,86+3,84+3,83+3,81+3,81+3,81+3,83+3,21+3
212811,m.lemina,Mario Lemina,30,9/1/1993,183,83,24,2,9/22/2023,CDM,78,78,10000000,Wolverhampton Wanderers,English Premier League,Gabon,Right,3,67,75,76,75,77,71,59,68,74,76,74,77,67,69,79,78,69,72,77,77,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
213331,j.tah,Jonathan Tah,28,2/11/1996,193,97,24,2,9/22/2023,CB,81,81,30000000,Leverkusen,German Bundesliga,Germany,Right,2,37,59,60,81,85,35,32,83,58,60,58,66,55,49,77,68,33,56,81,84,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
213345,k.coman,Kingsley Coman,27,6/13/1996,178,71,24,2,9/22/2023,LM,85,86,65000000,Bayern Munich,German Bundesliga,France,Right,5,76,79,88,30,62,81,75,61,80,88,80,87,92,92,80,74,83,82,23,27,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
213661,a.christensen,Andreas Christensen,28,4/10/1996,188,73,24,2,9/22/2023,CB,83,83,40000000,Barcelona,Spanish La Liga,Denmark,Right,2,32,68,67,85,76,51,36,80,65,67,65,79,57,61,83,79,32,62,86,86,6,8,60+2,60+2,60+2,56,58,58,58,56,58+2,58+2,58+2,60+2,66+2,66+2,66+2,60+2,73+2,78+2,78+2,78+2,73+2,75+2,83+2,83+2,83+2,75+2,18+2
213666,r.loftuscheek,Ruben Loftus-Cheek,28,1/23/1996,191,83,24,2,9/22/2023,CM,77,77,25000000,Milan,Italian Serie A,England,Right,4,68,75,82,67,75,69,66,68,76,82,76,80,61,62,81,79,78,76,63,74,11,6,70+2,70+2,70+2,75,74,74,74,75,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,72+2,70+2,66+2,66+2,66+2,70+2,16+2
213955,s.azmoun,Sardar Azmoun,29,1/1/1995,183,78,24,2,9/22/2023,ST,78,78,10000000,Roma,Italian Serie A,Iran,Right,3,75,71,77,40,73,64,76,82,74,77,74,79,78,77,77,63,82,77,34,33,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
213991,j.lerma,Jefferson Lerma,29,10/25/1994,179,69,24,2,9/22/2023,CDM,77,77,20000000,Crystal Palace,English Premier League,Colombia,Right,3,67,68,70,76,79,64,62,69,63,70,63,76,67,67,75,70,63,58,82,75,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
214097,b.bourigeaud,Benjamin Bourigeaud,30,1/14/1994,177,66,24,2,9/22/2023,CM,81,81,18000000,Rennes,French Ligue 1,France,Right,3,77,82,83,67,76,83,76,66,82,83,82,83,73,72,83,79,78,81,73,69,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
214997,a.correa,Ángel Correa,29,3/9/1995,173,69,24,2,9/22/2023,ST,82,82,18000000,AtlÃ©tico Madrid,Spanish La Liga,Argentina,Right,4,84,77,87,50,75,75,85,71,80,87,80,86,86,90,80,68,85,82,48,53,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
215333,d.zapata,Duván Zapata,33,4/1/1991,186,79,24,2,9/22/2023,ST,81,81,8000000,Torino,Italian Serie A,Colombia,Right,3,80,63,79,35,85,47,83,80,64,79,64,81,76,67,74,57,84,66,20,24,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
215441,s.guirassy,Serhou Guirassy,28,3/12/1996,187,83,24,2,9/22/2023,ST,77,77,40000000,Stuttgart,German Bundesliga,Guinea,Right,3,77,66,77,38,77,56,77,77,67,77,67,79,65,67,73,63,80,68,29,29,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
215590,a.perez,Ayoze Pérez,30,7/29/1993,179,68,24,2,9/22/2023,LM,79,79,7000000,Real Betis,Spanish La Liga,Spain,Right,4,72,76,84,58,64,76,74,76,76,84,76,82,78,80,79,74,78,77,49,61,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
216150,d.zappacosta,Davide Zappacosta,31,6/11/1992,182,69,24,2,9/22/2023,LWB,79,79,6000000,Atalanta,Italian Serie A,Italy,Right,3,67,73,76,75,72,81,60,69,70,76,70,74,77,71,75,68,72,68,76,77,7,7,73+2,73+2,73+2,79,78,78,78,79,79+2,79+2,79+2,80+2,80+2,80+2,80+2,80+2,80+2,78+2,78+2,78+2,80+2,78+2,73+2,73+2,73+2,78+2,16+2
216201,i.williams,Iñaki Williams,29,6/15/1994,186,77,24,2,9/22/2023,RM,81,81,25000000,Athletic Club,Spanish La Liga,Ghana,Right,4,78,71,80,43,84,75,77,78,72,80,72,78,93,79,72,62,85,73,30,44,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
216393,y.tielemans,Youri Tielemans,26,5/7/1997,177,72,24,2,9/22/2023,CM,82,83,25000000,Aston Villa,English Premier League,Belgium,Right,4,79,85,78,69,69,80,74,65,86,78,86,84,55,62,88,86,76,86,68,71,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
216409,m.politano,Matteo Politano,30,8/3/1993,170,64,24,2,9/22/2023,RW,81,81,15000000,Napoli,Italian Serie A,Italy,Left,4,77,78,83,42,55,80,76,40,78,83,78,84,84,89,79,76,76,77,38,29,5,6,81+2,81+2,81+2,84,84,84,84,84,85,85,85,84+1,78+2,78+2,78+2,84+1,63+2,62+2,62+2,62+2,63+2,58+2,52+2,52+2,52+2,58+2,14+2
216447,a.garcia,Álvaro García,31,10/27/1992,168,58,24,2,9/22/2023,LM,79,79,4000000,Rayo Vallecano,Spanish La Liga,Spain,Left,3,69,73,78,51,44,79,75,49,75,78,75,76,92,89,73,72,78,77,64,45,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
216460,j.gimenez,José María Giménez,29,1/20/1995,185,76,24,2,9/22/2023,CB,83,83,25000000,AtlÃ©tico Madrid,Spanish La Liga,Uruguay,Right,2,46,58,55,85,82,47,37,82,52,55,52,66,70,56,71,68,25,46,84,85,6,8,60+2,60+2,60+2,56,58,58,58,56,58+2,58+2,58+2,60+2,66+2,66+2,66+2,60+2,73+2,78+2,78+2,78+2,73+2,75+2,83+2,83+2,83+2,75+2,18+2
216549,a.sorloth,Alexander Sørloth,28,12/5/1995,194,89,24,2,9/22/2023,ST,79,79,15000000,Villarreal,Spanish La Liga,Norway,Left,3,78,69,77,36,85,66,81,82,71,77,71,78,74,57,74,59,77,73,36,23,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
216816,g.simeone,Giovanni Simeone,28,7/5/1995,181,81,24,2,9/22/2023,ST,78,78,13000000,Napoli,Italian Serie A,Argentina,Right,3,79,64,74,41,75,55,81,77,62,74,62,78,76,75,71,61,79,60,24,38,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
218339,m.dahoud,Mahmoud Dahoud,28,1/1/1996,176,67,24,2,9/22/2023,CM,78,78,8000000,Stuttgart,German Bundesliga,Germany,Right,4,68,77,84,66,68,67,60,44,78,84,78,83,77,86,83,79,66,80,76,61,11,6,70+2,70+2,70+2,75,74,74,74,75,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,72+2,70+2,66+2,66+2,66+2,70+2,16+2
219581,s.gigot,Samuel Gigot,30,10/12/1993,187,83,24,2,9/22/2023,CB,78,78,9000000,Marseille,French Ligue 1,France,Right,2,38,62,56,78,81,61,35,75,58,56,58,68,61,58,71,67,54,55,83,79,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
219683,c.tolisso,Corentin Tolisso,29,8/3/1994,181,78,24,2,9/22/2023,CDM,79,79,5000000,Lyon,French Ligue 1,France,Right,3,78,77,77,77,74,65,75,83,78,77,78,83,60,66,82,84,77,79,77,78,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
219693,d.carlos,Diego Carlos,31,3/15/1993,185,78,24,2,9/22/2023,CB,81,81,16000000,Aston Villa,English Premier League,Brazil,Right,3,47,63,65,81,77,35,32,79,63,65,63,71,63,62,76,74,52,63,82,80,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
219733,l.ajorque,Ludovic Ajorque,30,2/25/1994,197,82,24,2,9/22/2023,ST,79,79,4000000,Mainz 05,German Bundesliga,France,Left,3,79,63,72,46,87,50,83,84,68,72,68,76,59,52,73,48,84,74,39,45,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
219789,h.traore,Hamari Traoré,32,1/27/1992,175,63,24,2,9/22/2023,RB,80,80,7500000,Real Sociedad,Spanish La Liga,Mali,Right,3,57,72,76,75,78,80,52,71,69,76,69,77,80,75,75,73,72,66,73,79,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
219792,b.santamaria,Baptiste Santamaria,29,3/9/1995,183,73,24,2,9/22/2023,CDM,77,77,12000000,Rennes,French Ligue 1,France,Right,3,65,72,74,73,73,61,61,61,74,74,74,77,43,67,79,77,69,75,72,76,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
219932,a.sanabria,Antonio Sanabria,28,3/4/1996,180,76,24,2,9/22/2023,ST,78,78,9500000,Torino,Italian Serie A,Paraguay,Right,4,76,69,81,32,61,63,81,77,69,81,69,82,80,83,77,63,82,69,21,20,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
220093,h.hateboer,Hans Hateboer,30,1/9/1994,185,72,24,2,9/22/2023,RWB,78,78,4000000,Atalanta,Italian Serie A,Netherlands,Right,3,64,72,78,74,76,79,64,76,72,78,72,78,78,68,75,73,76,72,72,77,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
220440,c.lenglet,Clément Lenglet,28,6/17/1995,186,81,24,2,9/22/2023,CB,77,77,10000000,Aston Villa,English Premier League,France,Left,2,45,69,57,77,75,55,39,77,68,57,68,72,64,61,83,75,54,66,78,75,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
220621,s.benrahma,Saïd Benrahma,28,8/10/1995,172,67,24,2,9/22/2023,LM,78,78,22000000,Lyon,French Ligue 1,Algeria,Right,4,75,75,83,40,57,74,72,47,76,83,76,81,78,85,77,68,76,78,40,35,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
